Indice/Canton,SANJOSE,ESCAZU,DESAMPARADO,PURISCAL,TARRAZU,ASERRI,MORA,GOICOECHEA,SANTA ANA,ALAJUELITA,VAZQUEZ DE CORONADO,ACOSTA,TIBAS,MORAVIA,MONTES DE OCA,TURRUBARES,DOTA,CURRIDABAT,PEREZ ZELEDON,LEON CORTES CASTRO,ALAJUELA,SAN RAMON,GRECIA,SAN MATEO,ATENAS,NARANJO,PALMARES,POAS,OROTINA,SAN CARLOS,ZARCERO,VALVERDE VEGA,UPALA,LOS CHILES,GUATUSO,CARTAGO,PARAISO,LA UNION,JIMENEZ,TURRIALBA,ALVARADO,OREAMUNO,EL GUARCO,CENTRAL,BARVA,SANTO DOMINGO,SANTA BARBARA,SAN RAFAEL,SAN ISIDRO,BELEN,FLORES,SAN PABLO,SARAPIQUI,LIBERIA,NICOYA,SANTA CRUZ,BAGACES,CARRILLO,CAÑAS,ABANGARES,TILARAN,NANDAYURE,LA CRUZ,HOJANCHA,PUNTARENAS,ESPARZA,BUENOS AIRES,MONTES DE ORO,OSA,QUEPOS,GOLFITO,COTO BRUS,PARRITA,CORREDORES,GARABITO,CENTRAL,POCOCI,SIQUIRRES,TALAMANCA,MATINA,GUACIMO
25 y más años,9.52696981486167,7.6463086297293525,9.719455650223422,8.359084481223464,6.366330764670987,7.239973865156708,8.115923403161544,10.531258578590606,7.321092278719425,7.58506104168167,11.144192776448268,7.248168093934863,10.21897810218975,10.847295894024969,14.160491880813463,4.6556741028128,6.5088757396449815,9.64784487089326,6.987257367276058,4.607428302773831,8.334124862613312,8.569971847221291,6.191680073546292,5.045242665204269,6.689890974775833,6.180923384910527,7.682514811731915,5.739568610581946,6.629399947593679,6.496903950463072,5.093149038461545,5.997624703087891,6.900236977835585,5.905226984988249,4.197655363670733,9.1931858511772,6.928963830935812,9.824604874250154,5.866122840690981,8.232810615198977,5.5111111111111235,7.807473889043362,8.710066305003028,10.551338501850603,9.495843500558308,9.633209221262804,8.646221457915388,9.727541306488638,9.548428790693956,7.779411764705909,9.379095674967232,10.626286386356904,5.235771190698323,8.457771234564223,6.659436743823508,6.22249960992354,5.86319218241041,4.866323276919308,7.119534355479817,4.75709524290473,6.219211822660111,5.4049795146549195,6.641986062717768,6.361445783132534,7.345052928052697,8.00347977381464,7.187514689982609,6.115394841797404,6.0860835738486765,5.862831858407097,6.850897886476325,6.604825628548269,5.197623943340185,8.025682182985546,4.291703442188876,8.668950534759404,6.901055672510994,6.321680254248968,6.665696405181239,6.047326906222581,5.646251931993846
Personas fuera de la fuerza de trabajo (15 años y más),43.291743411730835,39.29057749402849,43.01094844687724,49.340420578877755,48.83898305084743,45.54336805235571,44.782992064269614,43.20664479715482,38.22448551028967,43.982787810383826,41.60219720317855,50.438768827767,43.96865540100411,41.32338702578958,41.23096171891934,51.82676022259865,48.78001549186682,41.14916403420913,51.97482329456354,52.829150154117194,44.18239719388907,48.9522624582548,46.23251177340073,55.26594617503719,49.26022193342011,49.25701194972494,48.25022195915941,46.853051172124346,51.787011957455285,45.82848239967125,45.18326305546533,49.234151703920936,55.07853748680046,52.51620870639082,53.87349617207425,46.82904573053053,48.53178817119911,40.736248650521915,52.94907365971542,52.52040235338742,46.96148092744951,46.09205511580191,44.86769781413775,41.1010651473866,42.223277909738634,42.916329200673005,43.5782632244088,42.09800444707156,41.343062082611816,41.50208941553614,41.068010718387114,41.47698763855319,49.52214363576425,47.942079859587864,56.27961165048548,52.49399903984655,54.10700292085185,53.50564358983792,50.17870282770943,52.870975005629205,51.383883032982105,57.82442748091616,54.64672669006581,56.239811628328106,51.82638641491544,50.511371596693756,54.758953617326874,52.349671551288495,51.454003168981224,45.031306806705814,51.5778213585309,55.29385374607418,49.5656574175592,50.03717974717789,39.75008167265583,51.138738463885204,48.83873843753464,49.417533728282216,49.61053319262279,48.08857808857786,49.64382807391865
Tasa neta de participación,56.708256588269165,60.70942250597151,56.98905155312276,50.659579421122245,51.16101694915257,54.45663194764429,55.217007935730386,56.79335520284518,61.775514489710304,56.017212189616174,58.39780279682145,49.561231172233,56.03134459899589,58.67661297421041,58.76903828108066,48.17323977740135,51.21998450813318,58.85083596579087,48.02517670543646,47.170849845882806,55.81760280611093,51.0477375417452,53.76748822659927,44.73405382496281,50.73977806657989,50.74298805027506,51.74977804084059,53.146948827875654,48.212988042544715,54.17151760032875,54.81673694453467,50.765848296079064,44.92146251319954,47.48379129360918,46.12650382792575,53.17095426946947,51.46821182880089,59.263751349478085,47.05092634028458,47.47959764661258,53.03851907255049,53.90794488419809,55.13230218586225,58.8989348526134,57.776722090261366,57.083670799326995,56.4217367755912,57.90199555292844,58.656937917388184,58.49791058446386,58.931989281612886,58.52301236144681,50.47785636423575,52.057920140412136,43.72038834951452,47.50600096015345,45.89299707914815,46.49435641016208,49.82129717229057,47.129024994370795,48.616116967017895,42.17557251908384,45.35327330993419,43.760188371671894,48.17361358508456,49.488628403306244,45.241046382673126,47.650328448711505,48.545996831018776,54.968693193294186,48.4221786414691,44.70614625392582,50.4343425824408,49.96282025282211,60.24991832734417,48.861261536114796,51.16126156246536,50.582466271717784,50.38946680737721,51.91142191142214,50.35617192608135
Hombres,71.21249737410005,74.02102623456724,74.29009057005901,69.7373578988635,78.75683060109286,74.67671899603963,73.87822158332494,72.12252992759952,75.93909757723871,74.87808537774742,73.92823961421122,73.03780964797907,70.41447313445283,73.34251519756826,69.20096345167003,72.93898462971573,76.60841938046055,72.56511773286115,70.77625570776276,75.86889573251183,73.84937018710484,71.09082948843132,74.82774299604733,67.02792830345972,70.30303030303047,72.91306297648816,70.7092952612394,75.18984997221763,68.51726472579585,76.19833857901973,80.18969605518419,72.94207317073172,67.66538512528147,71.94357366771129,70.68592057761704,72.22192043746624,74.17275054517833,75.39048260003895,70.25769506084472,67.7376794722541,79.66929725667039,75.77892499240794,75.45170146204424,73.07888266176354,74.68512201521942,72.40886347390992,75.60400707130273,73.5021834061133,75.06034811332752,74.1399904443382,74.33162123008024,72.00191113234541,73.82929757854663,67.52502274795364,60.18927109362568,62.29156509019979,68.90768348623847,63.94910113190807,70.84771354616079,69.62906888720656,71.46017699115092,63.134293131933106,68.74219725343309,63.58443413066766,67.08759899555764,70.00288156757257,70.7879730430278,67.55438097174205,68.72439224255652,74.37284800787032,68.48733550304259,68.71700711498713,73.06927411335785,71.56667809393235,79.0655737704921,66.59011164274352,73.46064608245585,73.88688920664627,71.09559402045599,75.45223501270746,73.71732817037712
Mujeres,44.168248988689285,49.2373550558997,41.5641476274165,31.968661187495247,23.973755047106362,35.571995186951156,38.19203747072603,43.61623464651092,49.0945273631843,39.28309924781995,44.409022076990816,25.868421052631547,43.84996461429589,46.0144333278661,49.89983528469021,21.399798590130917,27.0597127739985,47.064933204398365,27.24863600935303,18.422212428382526,38.62206459886178,32.08881526552185,33.41894494947751,21.681034482758626,31.575301800910424,30.012580123405176,33.742065781881124,31.757728253055138,28.869969040247593,32.343667444991624,29.284164859002175,30.232886379675225,22.37481929294265,21.807366156182777,21.078792341678948,35.2608732658098,29.918106551475862,44.65555781345259,23.831692032229224,28.08692421991096,26.665426125790898,33.49957495041068,34.76869921300132,46.52816697265438,41.993754209784704,42.97253634894991,37.97719385225566,43.30391195379744,43.103240573424785,44.1024513575903,44.46231901992324,46.21225344737283,26.49159771827953,37.652542372881236,28.088413403310646,33.167848699763674,23.155360430533918,29.25010963309441,29.83391429157274,25.007442691277156,26.50876488692634,20.761996624065635,22.97700806210813,23.345588235294098,29.8686731784828,30.076349754590126,19.348482858268778,27.97427652733122,27.38902147971358,34.50565411349737,28.035367694630292,21.759157710024073,26.97922033316172,28.95806946203588,41.569010416666586,32.61219120011707,28.902596534984305,26.82350575579344,28.75346829719453,26.435851803915224,27.211070767966092
Porcentaje de población ocupada no asegurada,13.706924577373089,13.75047402351156,14.327025693400328,12.452591656131498,17.754302266144073,13.965185444366721,11.569490282361611,11.988611122329427,13.78500608801527,16.464891041162176,11.008664741168543,12.223421478683209,10.746818842377648,10.695477075588547,9.339292490618625,23.615464994775316,18.521370812475883,12.083684832124208,13.968957871396915,15.953121262855793,12.443462611527565,18.261415449679518,15.038831117546378,20.736434108527117,12.74282838449927,17.82824164105124,16.2323761718462,15.824136703453183,17.878275570583263,20.47227458883191,22.25318471337571,20.199612691792094,30.085895117540584,30.75050709939147,27.65567765567767,13.701877974312225,13.853317811408665,12.945805009777537,12.656494522691712,14.8502204458363,18.113477716126678,17.211097438192144,12.941529235382303,9.230268039744507,9.98203458342691,9.874669813971796,11.67839989472989,12.064383492954887,11.200948684777895,9.816504562318242,9.310344827586187,8.005133552578785,18.135038203648918,16.75450639975196,17.49308755760366,21.409686971235242,17.772397094431003,17.733825008380766,14.323086984957481,21.816965032625006,16.688264938804945,18.082272861793452,32.07053072625701,17.689377909437184,15.417904332684556,15.086586439683005,13.483062229517945,11.835222319093278,19.206412032456,16.098774885145378,22.57053291536047,16.74223629052963,15.076071922545003,19.19191919191924,25.33408355605564,12.611397941398987,16.214736938128503,10.757134834328857,19.08969485256346,9.798857321750008,14.0760792135632
Porcentaje de población nacida en el extranjero,16.266741652607404,19.89771540816507,8.940027157875523,2.19670342988729,5.847665847665843,4.938506183928714,7.393321670343106,9.520871711098094,18.879140117663678,12.937644163241206,4.478722348973272,1.1925379781285583,10.684432929274328,8.554261318716184,13.097370349263112,4.517416545718442,7.095567069660341,15.214857528448222,2.5094028275380653,4.106557377049179,10.0907856845805,6.860213986048765,9.10686883924154,5.296610169491539,8.2050274941085,6.822278931472845,3.966470791565849,7.54820370560635,5.363551447814779,14.369904424562385,9.864809504301505,7.746751451479149,12.702204627670403,27.655361280809,9.059840082538027,3.8715871749449065,2.402022756005049,9.654020664191998,2.385984047992368,2.1733509538037405,1.3904415874790377,1.4206232269698555,2.7947263895867787,11.33429329536629,5.381210034431872,7.668696346576153,6.779240129128402,8.138801261829716,7.749721320215211,11.981694633199316,7.775615112042638,7.646995048968269,17.757712565838883,10.152888691317393,3.3330054107230795,8.594657375145092,8.343570843570864,12.100641129249462,8.137094004045633,3.6864571206829644,5.728105906313616,3.2461109612444914,18.226369845159354,2.63998888425733,5.574731131378353,4.332495461527704,2.188135443373712,4.308880308880323,4.063466177419924,9.712966754774568,3.696040868454674,4.935895768860666,7.558175612783129,5.907102388181045,24.116315514539323,6.652544616851211,7.478445880503674,6.853801993449057,16.30958582964319,14.450836404125122,8.539717927591733
Porcentaje de población con discapacidad,12.348379123358626,10.428427330159838,10.538791138663276,13.055993212943864,9.140049140049188,10.823602570303413,10.222864531832407,11.678426193041707,9.867068379374263,11.249565094133024,10.152762622755722,10.153891830372485,11.500262175750235,10.651979128234837,11.098672962631206,11.465892597968061,8.246977547495698,9.476121829279597,10.94816180296426,9.63114754098363,9.627833619735851,10.44361144899833,10.11339696741133,11.571056062581478,9.43833464257651,9.638751668110348,9.681414909551883,9.260591116134005,11.312128213952077,8.825918348651808,7.824662023760782,9.134641968482121,13.450731463153799,10.752053928797174,12.99974206860977,8.60390268969158,8.045996917375268,9.405527218583691,10.948258231644987,11.714261089404868,8.88065958636107,8.29283310975728,8.109013471155532,10.490551384934014,9.495818986719117,9.809842283889028,9.662555527964047,9.370172957685282,8.617263606843398,8.829103684186213,9.402605180416236,10.982617180441748,10.472990708173532,7.919094416308032,13.843580914904026,12.316710220673592,9.362203112203154,10.17994720112057,9.663753291859104,11.962969122456911,11.664969450101838,13.892635554356628,9.37385954851162,12.560789217729596,10.850381241360083,11.992040217846617,10.503050128193847,10.803088803088766,14.065844460299598,9.06891031607164,12.896551724137977,12.10828803994469,9.481849208811655,12.134541368841253,7.940100992512636,11.776730392416546,11.414553595528984,10.793153241996203,9.55978119301896,10.495479971368708,11.55915281345408
Porcentaje de población no asegurada,14.207752713033045,14.234900635296972,14.540979122982879,10.371470124833333,14.017199017198951,13.808470945899183,11.078573058492443,12.066838135622486,13.545589642326416,16.4761671584863,11.012465694540891,9.213716660893567,11.58508374201909,10.697658075510809,10.17463160465685,18.12409288824384,15.097869890615998,13.285587215900302,12.874812315102401,13.024590163934395,13.443264832121159,15.378695727726209,14.443808681630134,15.889830508474553,10.750196386488701,16.360358673003592,13.319506855628546,14.339532175759398,15.397473083919214,19.541360041528,17.20606308889796,16.455626209565914,30.553090801538023,28.350537181377632,22.362651534691686,13.923109169833268,13.463103752835941,14.135957102184127,11.002795009884737,12.5703861181337,14.33761878144216,15.651045675455697,13.030890340487574,10.468709552161599,9.584358091490436,9.298263126372545,11.439450376624452,12.27238115957804,11.239276886540956,10.32219294596211,9.028297649348708,8.752845939792598,19.297600923932837,18.889612142188106,14.22725036891283,22.225246806039664,16.21621621621629,19.64064436183406,15.957406205869939,19.175120572093725,13.69653767820772,14.890747234960878,30.014076429800372,12.741420036126156,14.17678818282202,14.006423683843042,10.295287772964285,9.629343629343676,15.149661944076376,16.451360708834464,23.683269476373013,14.19395105713471,14.91157306856965,15.69888360306946,24.197573858030093,15.387385479002171,16.066750289769885,10.35114288733128,17.602240166710047,12.064897537180874,12.38792226045657
Porcentaje de hogares con jefatura femenina,39.64385125972442,32.47817566363803,34.17792792792755,28.22768173086649,22.97063903281516,29.966968436505915,28.667598120157503,37.144313513837496,29.76429114536541,36.29524693468794,31.338818249813002,26.536453948476282,40.106323161069305,33.922323303009186,40.417733302303986,24.16422287390031,23.641851106639827,35.21783700666321,29.284226228749084,21.71378606820175,28.237106095300565,28.353055122752476,24.01332073264054,21.540118470651556,22.919669768051396,26.434186318782334,27.632653061224474,22.82743253280515,27.822251266132984,24.742155881456696,21.04184957565114,26.632871904854767,24.948682860075227,22.484251332579625,22.414943295530403,28.695346089055352,25.95516052003193,31.548979073731584,25.61411876937758,26.53679653679665,19.4944877655284,26.040490051264275,23.74408445576989,34.93491840722083,27.42144897429231,30.44510385756684,24.59908640295456,30.475183198609855,28.535480624056422,28.640076886112453,28.522804628999364,32.50366032210828,23.96336180220322,33.05653710247367,30.699208443271875,31.738437001594818,26.811210999471136,29.231512808119835,28.757460661964036,26.70127943630625,24.84818644345969,23.808095952024015,27.619438179208636,24.399804017638445,29.885942823285216,26.57752756274925,25.25260690324147,24.843319127600893,26.6113875069098,24.602307225258095,27.737782671296532,24.646482958665768,25.101543460601224,28.289691746768426,27.540007443245308,32.681429997412245,26.491717949413143,25.01812031891762,26.67395795357884,22.632318501171,27.56474103585659
Porcentaje de hogares con jefatura compartida,6.866659,8.705101,6.911342,6.947992,13.18392,5.849876,10.08738,7.300123,10.16509,5.808794,8.108423,4.888435,7.63048,8.314567,9.861957,10.89934,6.19877,8.461297,7.75683,5.68552,7.612,8.282906,7.001704,8.669575,8.471627,7.235828,9.485347,9.322034,5.079681,7.610194,6.30063,7.894737,7.709672,7.953604,7.870265,6.424465,4.868043,8.358353,9.968393,8.272625,8.776301,7.247151,7.293879,9.234439,9.485431,10.08177,7.954883,10.31103,11.93387,10.5806,11.19805,11.25406,5.910705,7.528503,5.885091,4.920397,5.520926,5.817967,6.023424,6.608925,9.521436,11.21863,7.290786,9.270217,4.812207,8.097214,6.661204,8.399084,8.591644,8.042995,6.643055,7.772495,5.917649,6.127099,4.479578,4.432611,6.253104,6.590152,5.188149,2.728146,5.399678
